,광고그룹,키워드,노출수,클릭수,"총비용(VAT포함,원)"
743,#000_마케팅 전체_main,스포츠마케팅,7860,2.4,1430
744,리눅스 인프라,리눅스,1345,1.2,1419
745,포토샵 유치원_일러스트레이터 유치원,일러스트프로그램,4395,1.2,1408
746, 업무자동화_3. 엑셀,엑셀초급,1800,2.4,1408
747, 리더를 위한 HR/인재경영_2.리더십,조직문화,8244,2.4,1408
748,타이포그래피와 편집디자인,캘러그라피,1131,3.5999999999999996,1408
749,모바일 앱 GUI 포트폴리오 디자인 LAB,디자인사이트,2739,2.4,1397
750,typescript 실전 workshop,JS,32315,12.0,1397
751,리눅스 인프라,NOVA,3139,2.4,1386
752,003.파이썬,전처리,5089,1.2,1375
753,#000_마케팅 전체_main,페이스북광고하는법,1048,2.4,1364
754, 투자_파워콘텐츠,주식어플,1349,15.6,1353
755,1. 전체,일러스트레이터기초,1790,1.2,1342
756,머신러닝을 위한 선형대수학,이산수학,1957,1.2,1342
757, 파이썬 웹 개발_2.프론트엔드기초,CSS,6853,1.2,1342
758,003.파이썬,파이선,1357,1.2,1331
759,Vue로 구현하는 PWA CAMP,REACTNATIVE,1057,3.5999999999999996,1331
760, 업무자동화_3. 엑셀,엑셀기초,3972,1.2,1320
761,AOP 전체_중복키워드_디자인,포토샵로고만들기,6847,1.2,1320
762,6_스타트업 M&A에 대한 단상(스타트업),스타트업취업,1928,3.5999999999999996,1320
763,마케팅 전체,프로모션,82858,7.199999999999999,1320
764,크리에이티브 전체,BX,8349,6.0,1298
765,마케팅KPI수립,핵심성과지표,5031,9.6,1298
766,007.빅데이터,PAAS,1223,1.2,1287
767,002.R,마크다운,62559,10.799999999999999,1287
768, 영상 제작/편집_3.촬영 기법/장비1,촬영기법,46646,14.399999999999999,1287
769,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵로고만들기,3696,1.2,1276
770, 업무자동화_3. 엑셀,MID,14709,4.8,1276
771,프로그래밍 전체,VR,25634,4.8,1276
772,data_camp_pcda_3,LEAFLET,9288,2.4,1265
773,1. 전체,포토샵책,5034,4.8,1265
774,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵누끼,5290,2.4,1254
775,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵가격,5983,1.2,1243
776,data_camp_rmp_8,R설치,3125,2.4,1232
777,iOS 개발 스쿨 9기_기존 키워드,앱스토어,126393,19.2,1210
778,007.빅데이터,오픈플랫폼,1244,1.2,1199
779, 디지털 마케팅_1. 디지털 마케팅,RTB,3946,3.5999999999999996,1188
780,7. 운영체제,OS,90041,8.4,1188
781,8. 시스템 프로그래밍,UNIX,7070,1.2,1166
782,ㅍ UX/UI 디자인 입문_연관검색어(삭제),UX,7229,1.2,1155
783,AOP 전체_중복키워드_디자인,인디자인CC,1085,1.2,1133
784,고객의 마음을 읽는 구글애널리틱스,구글자격증,1124,3.5999999999999996,1133
785,마케팅 전체,데이터마케팅,1033,4.8,1122
786,비즈니스 전체,전략기획,21278,6.0,1122
787,비즈니스 전체,VC,25503,9.6,1122
788,#000_마케팅 전체_main,검색광고,2153,1.2,1100
789,AOP 전체_중복키워드_마케팅,컨텐츠기획,2575,1.2,1100
790,AOP 전체_중복키워드_디자인,포토샵7.0,10013,3.5999999999999996,1100
791,1. 경영 일반,경영전략,11662,1.2,1089
792,6.  컴퓨터구조,컴퓨터CPU,3419,2.4,1089
793,#000_마케팅 전체_main,페이스북팔로워늘리기,1074,4.8,1089
794,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵프로그램,2813,1.2,1078
795,2_투자유치를 위한 사업계획서 작성(투자유치),투자유치,5741,1.2,1078
796,data_camp_rmp_8,GLM,21656,12.0,1078
797,#000_마케팅 전체_main,바이럴마케팅대행,2409,1.2,1067
798,data_camp_rmp_8,데이터분석전문가,1109,2.4,1056
799,타이포그래피와 편집디자인,캘라그라피,1439,2.4,1056
800, 그로스해킹_1.용어,ROI,22899,2.4,1056
801,fin_camp_feasibilitystudy_18,WACC,1505,2.4,1045
802,1. 일반_PC,게임책,1263,4.8,1045
803,LaTeX를 활용한 효율적 논문작성 Workshop,논문작성,4917,1.2,1034
804,typescript 실전 workshop,GENERIC,9740,3.5999999999999996,1034
805,007.빅데이터,데이터웨어하우스,1025,1.2,1023
806,001.BASIC DESIGN,포토샵,6199,2.4,1023
807,1. 전체,스케치프로그램,3322,9.6,1023
808,#000_마케팅 전체_main,구글광고,2197,1.2,1012
809,006.딥러닝,강화학습,3074,2.4,1012
810,AOP 전체_중복키워드_비지니스,엑셀기초,1815,1.2,1001
811,7. 운영체제,컴퓨터사이언스,3018,6.0,1001
812, 1인 쇼핑몰 시작하기_01.플랫폼,11번가판매자,4948,3.5999999999999996,990
813,1. 모바일앱개발_교육,KOTLIN,1175,3.5999999999999996,968
814,프로그래밍 유치원,HTML태그,5099,1.2,957
815, 디자인 툴_파워컨텐츠_포토샵,디자이너,1438,2.4,957
816,ㅍAOP 전체_중복키워드_디자인(삭제),어도비인디자인,4362,1.2,946
817,typescript 실전 workshop,디버깅,17676,1.2,946
818,data_camp_pcda_3,SELENIUM,1396,2.4,946
819,파이낸스 전체,투자,10338,3.5999999999999996,946
820,비즈니스 전체,HRD,1795,3.5999999999999996,935
821,UX 디자인 실전,와이어프레임,1769,1.2,924
822,5_초기 스타트업 실제 투자사례(창업자),스타트업정부지원,1186,1.2,913
823,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵보정,13096,1.2,913
824,1. 경영 일반,경영학,2144,2.4,913
825,디지털 마케팅,디지털마케팅서밋,2753,2.4,913
826, 리더를 위한 HR/인재경영_5.HR,인사업무,5261,2.4,913
827, 영상 제작/편집_4.포토샵,유튜브자막,7277,2.4,869
828, 업무자동화_3. 엑셀,엑셀서식,22362,2.4,869
829,ㅍ1. 전체,ADOBEXD,1401,4.8,869
830,프로그래밍 유치원,SCSA,2397,2.4,858
831,1. 전체,일러스트레이터책,1068,3.5999999999999996,858
832,비즈니스 전체,스타트업,33549,3.5999999999999996,858
833,ㅍ1. 전체,포토샵누끼따기,12311,4.8,847
834,블록체인 신사업 시작하기,블록체인스타트업,1051,3.5999999999999996,814
835,ㅍAOP 전체_중복키워드_디자인(삭제),어도비XD,3061,4.8,814
836, 영상 제작/편집_3.촬영 기법/장비1,영상촬영기법,1138,1.2,803
837,7. 운영체제,OPERATINGSYSTEM,9885,3.5999999999999996,803
838,2_투자유치를 위한 사업계획서 작성(투자유치),시장경쟁,58564,7.199999999999999,792
839,Python & Django를 활용한 웹 서비스_일반,파이썬책,1298,1.2,781
840,인디자인 유치원,어도비인디자인,2230,1.2,770
841, FAST MBA_파워컨텐츠_아마존,경영지도사,2312,12.0,770
842,3. html,HTMLTABLE,43307,12.0,770
843,005.머신러닝,인공신경망,2090,2.4,759
844,건강한 조직을 만드는 HR 전략 WORKSHOP,인사직무,4594,4.8,748
845,007.빅데이터,MSAZURE,1504,1.2,737
846,AOP 전체_중복키워드_디자인,어도비XD,2659,3.5999999999999996,737
847,fin_camp_feasibilitystudy_18,DCF,2638,1.2,704
848,데이터 사이언스 전체,R,13350,3.5999999999999996,704
849,1. 컴퓨터공학 일반,컴공전망,1148,1.2,693
850,1. 전체,영상에자막넣기,1673,1.2,693
851,LaTeX를 활용한 효율적 논문작성 Workshop,TEMPLATE,19443,1.2,693
852,fin_camp_feasibilitystudy_18,NPV,2204,1.2,682
853, 영상 제작/편집_1.크리에이터,크리에이터,3326,2.4,682
854,프로그래밍 전체,AR,2728,2.4,660
855,비즈니스 전체,서비스기획,3369,3.5999999999999996,660
856, 그로스해킹_1.용어,ROAS,5485,1.2,649
857, 영상 제작/편집_3.촬영 기법/장비1,영상용카메라,1197,1.2,638
858,마케팅 전체,KPI,26574,7.199999999999999,638
859,인디자인 유치원,인디자인,1468,1.2,627
860, 1인 쇼핑몰 시작하기_01.플랫폼,11번가입점,1580,1.2,627
861, 1인 쇼핑몰_00.창업_MO,여자쇼핑몰,1449,3.5999999999999996,627
862,파이낸스 전체,재무,19004,3.5999999999999996,627
863,비즈니스 전체,인사교육,2585,2.4,616
864,1. 전체,프로토파이,1808,9.6,616
865, 파이썬 웹 개발_4.Django,도커,1188,1.2,605
866, 1인 쇼핑몰 시작하기_00.창업_PC,쇼핑몰오픈,1027,1.2,594
867,데이터 사이언스 전체,파이썬독학,1282,2.4,594
868,Vue.js 정복 CAMP,VUE.JS,2208,7.199999999999999,594
869,data_camp_pcda_3,파이썬이란,1127,1.2,583
870, 업무자동화_3. 엑셀,엑셀차트,9438,1.2,583
871,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵라이트룸,1735,1.2,572
872,data_camp_pcda_3,JUPYTERNOTEBOOK,5559,4.8,572
873,001.BASIC DESIGN,포토샾,1197,1.2,561
874,8. 시스템 프로그래밍,리눅스란,1405,1.2,561
875,타이포그래피와 편집디자인,편집디자이너,2458,1.2,550
876,5_초기 스타트업 실제 투자사례(창업자),창업자,6301,1.2,550
877, 리더를 위한 HR/인재경영_3.온보딩,인사부,11416,8.4,550
878,1. 전체,재플린,1756,3.5999999999999996,539
879,#000_마케팅 전체_main,페이스북픽셀,13853,8.4,539
880,3. 파이썬,COMMIT,66701,8.4,539
881,ㅍAOP 전체_중복키워드_마케팅(삭제),GAIQ,1030,1.2,528
882,다빈치리졸브와 컬러그레이딩,그레이딩,1945,1.2,528
883,리눅스 인프라,도커,3387,1.2,528
884, 그로스해킹_2.그로스해킹,그로스해커,1078,7.199999999999999,528
885,건강한 조직을 만드는 HR 전략 WORKSHOP,인사팀업무,5485,3.5999999999999996,517
886,모바일 앱 GUI 포트폴리오 디자인 LAB,병원앱,1351,1.2,506
887, 업무자동화_1. 자동화,엑셀자동,3585,1.2,506
888,ㅍ1. 전체,재플린,1458,2.4,506
889,typescript 실전 workshop,제네릭,20918,6.0,506
890, 금융공학/퀀트_01.파이썬기본&자동화,FRED,11893,4.8,473
891,ㅍAOP 전체_중복키워드_마케팅(삭제),컨텐츠기획,1071,2.4,462
892, 업무자동화_3. 엑셀,엑셀보고서,2016,2.4,462
893, 그로스해킹_2.그로스해킹,LTV,17887,2.4,451
894,데이터 사이언스 전체,클라우드,67152,2.4,440
895, 브랜딩,브랜드슬로건,2123,1.2,429
896,1. 전체,포토샵누끼,2606,1.2,429
897,typescript 실전 workshop,VUE.JS,2843,1.2,429
898,001.BASIC DESIGN,어도비포토샵,9564,1.2,429
899, 그로스해킹_1.용어,LAC,4138,2.4,429
900,8. 시스템 프로그래밍,리눅스명령어,11404,1.2,418
901, 업무자동화_3. 엑셀,엑셀조건부서식,27466,1.2,418
902, 업무자동화_3. 엑셀,VLOOKUP,40198,3.5999999999999996,418
903,모바일 앱 GUI 포트폴리오 디자인 LAB,패션어플,1851,1.2,407
904,AOP 전체_중복키워드_디자인,인디자인단축키,2223,1.2,407
905,파이썬을 통한 금융 데이터 수집과 분석 자동화 16기,금융스터디,25996,6.0,396
906,파이썬을 통한 금융 데이터 수집과 분석 자동화 16기,OBV,5119,1.2,385
907, 업무자동화_2. 파이썬,텔레그램봇,2361,6.0,385
908,iOS 개발 스쿨 9기_기존 키워드,IOS,32299,6.0,385
909, 금융공학/퀀_03.금융공학,역행렬,52085,6.0,385
910,리눅스 인프라,UBUNTU,5309,1.2,374
911,Vue로 구현하는 PWA CAMP,PWA,1823,3.5999999999999996,374
912,AOP 전체_중복키워드_디자인,포토샵2018,1761,1.2,363
913,AOP 전체_중복키워드_디자인,포토샵무료다운,2336,4.8,363
914,data_camp_pcda_3,파이썬리스트,3555,4.8,363
915,2. C언어 일반,C++책,1042,1.2,352
916,페이스북&인스타그램 마케팅 실전,페이스북추천,1488,1.2,352
917,리눅스 인프라,SWIFT,7386,1.2,352
918, 업무자동화_3. 엑셀,MATCH함수,9104,2.4,352
919,크리에이티브 전체,서체,3980,3.5999999999999996,352
920,data_camp_rmp_8,TREE,27032,4.8,352
921,1. 앱웹서비스기획_일반,서비스기획,3398,1.2,341
922,#000_마케팅 전체_main,블로그수익,4842,1.2,341
923,마케팅 전체,마케팅서적,3066,1.2,330
924,002.UX/UI,ZEPLIN,2649,2.4,330
925,005.머신러닝,TENSORFLOW설치,1089,1.2,319
926,프로그래밍 전체,자바,10006,1.2,319
927,크리에이티브 전체,포토샵책,1839,1.2,308
928,마케팅 전체,마케팅책,3766,1.2,308
929,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵7.0,5428,1.2,308
930, 업무자동화_3. 엑셀,셀서식,31785,3.5999999999999996,308
931,건강한 조직을 만드는 HR 전략 WORKSHOP,HR업무,2005,4.8,308
932,파이썬을 통한 금융 데이터 수집과 분석 자동화 16기,JUPYTER,2848,4.8,308
933,3. html,HTML소스,3179,1.2,297
934, 금융공학/퀀트_01.파이썬기본&자동화,셀레니움,3846,1.2,297
935,8. 시스템 프로그래밍,쉘스크립트,2642,2.4,297
936, 금융공학/퀀트_01.파이썬기본&자동화,파이썬아나콘다,5780,3.5999999999999996,297
937, 1인 쇼핑몰 시작하기_06.해외쇼핑몰,국내구매대행,7152,3.5999999999999996,297
938,페이스북&인스타그램 마케팅 실전,인스타그램추천,3515,1.2,286
939,1. 일반_PC,클리커게임,9734,1.2,286
940,data_camp_rmp_8,PCA,30790,1.2,286
941, 업무자동화_2. 파이썬,스케쥴링,5039,3.5999999999999996,286
942,006.딥러닝,CHATBOT,1231,1.2,275
943, 업무자동화_3. 엑셀,FIND,65887,3.5999999999999996,275
944,컴퓨터공학으로 풀어낸 블록체인 코어 CAMP,이더리움전망,1188,1.2,264
945,6.  컴퓨터구조,컴퓨터개론,6108,3.5999999999999996,264
946, UX/UI 디자인 입문_연관검색어,VD,15786,3.5999999999999996,264
947,마케팅 전체,SEO,4052,1.2,253
948,LaTeX를 활용한 효율적 논문작성 Workshop,MENDELEY,2047,3.5999999999999996,253
949,data_camp_pcda_3,MATPLOTLIB,3061,3.5999999999999996,242
950,AOP 전체_중복키워드_프로그래밍,파이썬엑셀,1472,1.2,231
951,007.빅데이터,KT클라우드,3565,1.2,231
952,마케팅 전체,PR,10734,1.2,231
953,7_How to 벤처캐피탈,벤처캐피탈리스트,1257,3.5999999999999996,231
954,005.머신러닝,KAGGLE,3986,3.5999999999999996,231
955,data_camp_rmp_8,P-VALUE,4566,3.5999999999999996,231
956,3_기업가치평가 방법론,오버뷰,5088,3.5999999999999996,231
957, 금융공학/퀀트_01.파이썬기본&자동화,아나콘다설치,5806,3.5999999999999996,231
958,005.머신러닝,SVM,5909,3.5999999999999996,231
959, 업무자동화_3. 엑셀,SUMIFS,13372,3.5999999999999996,231
960,002.R,GIT,19056,3.5999999999999996,231
961,typescript 실전 workshop,TYPESCRIPT,1945,1.2,220
962,AOP 전체_중복키워드_비지니스,엑셀통계,3636,1.2,220
963, 금융공학/퀀_03.금융공학,KERAS,2331,2.4,220
964,파이썬을 통한 금융 데이터 수집과 분석 자동화 16기,CRON,1814,1.2,209
965,Python & Django를 활용한 웹 서비스_일반,RESTAPI,2060,1.2,209
966,7. 운영체제,COMPUTERSCIENCE,3550,1.2,209
967,파이낸스 전체,재무제표,35947,1.2,209
968,건강한 조직을 만드는 HR 전략 WORKSHOP,인사기획,4473,2.4,209
969,자율주행 연구를 위한 ROS·SLAM Workshop,ROS,2022,3.5999999999999996,209
970,리눅스 인프라,VIRTUALBOX,6712,1.2,198
971, 업무자동화_3. 엑셀,엑셀VLOOKUP,23027,1.2,198
972, 업무자동화_3. 엑셀,고급필터,7636,2.4,198
973, 업무자동화_3. 엑셀,피벗테이블,56546,2.4,198
974,005.머신러닝,MACHINELEARNING,1138,1.2,187
975,리눅스 인프라,MYSQL설치,1175,1.2,187
976,4. 웹의 동작,IPV6,18161,1.2,176
977, 업무자동화_3. 엑셀,IF함수,25012,1.2,176
978,ㅍ1. 전체,스케치프로그램,1347,2.4,176
979,파이낸스 전체,스마트베타,1688,2.4,176
980,타이포그래피와 편집디자인,자막디자인,1838,2.4,176
981, 업무자동화_3. 엑셀,피벗,21076,2.4,176
982,리눅스 인프라,인프라,27383,1.2,154
983,1. 전체,PROTOPIE,1006,2.4,154
984,data_camp_rmp_8,RMARKDOWN,1145,2.4,154
985,프론트엔드 개발 스쿨 12기_기존 키워드,OKJSP,2015,2.4,154
986, 업무자동화_3. 엑셀,카운트함수,2196,2.4,154
987,002.R,GITHUB,5184,2.4,154
988,파이썬을 통한 금융 데이터 수집과 분석 자동화 16기,REQUESTS,5391,2.4,154
989, 업무자동화_3. 엑셀,엑셀절대참조,6191,2.4,154
990,1. 전체,포토샵CC2018크랙,8031,2.4,154
991, 업무자동화_3. 엑셀,COUNTIFS,8512,2.4,154
992, 파이썬 웹 개발_4.Django,EC2,12166,2.4,154
993, 업무자동화_3. 엑셀,COUNTIF,22932,2.4,154
994, 금융공학/퀀트_01.파이썬기본&자동화,CSV,44947,2.4,154
995, 업무자동화_3. 엑셀,엑셀필터,46694,2.4,154
996, 업무자동화_3. 엑셀,엑셀자동필터,3392,1.2,143
997,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵단축키,8973,1.2,143
998, 리더를 위한 HR/인재경영_5.HR,인사팀,10520,1.2,143
999,프로그래밍 전체,자바스크립트스터디,1400,1.2,132
1000,005.머신러닝,랜덤포레스트,1129,1.2,121
1001, 금융공학/퀀_03.금융공학,연속확률변수,2768,1.2,110
1002, 금융공학/퀀_03.금융공학,이산확률변수,2785,1.2,110
1003,fin_camp_feasibilitystudy_18,IRP,16419,1.2,110
1004,1. 전체,ADOBEXD,1215,1.2,99
1005,데이터 사이언스 전체,빅데이터책,1607,1.2,99
1006,002.UX/UI,프로토타이핑,1230,1.2,88
1007, 업무자동화_3. 엑셀,엑셀데이터베이스,1414,1.2,88
1008, 1인 쇼핑몰 시작하기_01.플랫폼,G마켓판매자센터,2583,1.2,88
1009,파이낸스 전체,퀀트,6056,1.2,88
1010, 업무자동화_3. 엑셀,엑셀자동채우기,10041,1.2,88
1011, 금융공학/퀀_03.금융공학,변동성,11081,1.2,88
1012, 금융공학/퀀_03.금융공학,듀레이션,11909,1.2,88
1013, 금융공학/퀀_03.금융공학,HMM,15292,1.2,88
1014, 업무자동화_3. 엑셀,OFFSET,59217,1.2,88
1015,개발자와 협업하는 디자이너를 위한 실무 역량 강화,FAVICON,1060,1.2,77
1016, 금융공학/퀀_03.금융공학,확률분포함수,1134,1.2,77
1017,파이낸스 전체,투자서적,1151,1.2,77
1018,005.머신러닝,BAGGING,1226,1.2,77
1019,003.파이썬,아나콘다파이썬,1408,1.2,77
1020, 영상 제작/편집_4.포토샵,유튜브배경사진,1713,1.2,77
1021, 금융공학/퀀트_01.파이썬기본&자동화,판다스,2053,1.2,77
1022,파이썬을 통한 금융 데이터 수집과 분석 자동화 16기,NUMPY,2455,1.2,77
1023,마케팅 전체,마케팅배우기,2815,1.2,77
1024, 금융공학/퀀트_01.파이썬기본&자동화,PICKLE,3097,1.2,77
1025, 1인 쇼핑몰 시작하기_03.결제시스템,나이스결제대행,3141,1.2,77
1026, 업무자동화_3. 엑셀,엑셀참조,3467,1.2,77
1027, 금융공학/퀀_03.금융공학,결합확률분포,3554,1.2,77
1028, 리더를 위한 HR/인재경영_1.인재,회사분위기,3599,1.2,77
1029,6.  컴퓨터구조,기계어,3768,1.2,77
1030, 업무자동화_3. 엑셀,엑셀회귀분석,4496,1.2,77
1031,data_camp_rmp_8,LINEARREGRESSION,4546,1.2,77
1032,6.  컴퓨터구조,캐시메모리,4691,1.2,77
1033,006.딥러닝,딥마인드,5715,1.2,77
1034, 업무자동화_3. 엑셀,외부참조,6048,1.2,77
1035, 금융공학/퀀_03.금융공학,선형회귀,6078,1.2,77
1036, 업무자동화_3. 엑셀,엑셀피벗,6311,1.2,77
1037,005.머신러닝,로지스틱,6645,1.2,77
1038, 업무자동화_3. 엑셀,엑셀INDIRECT,6767,1.2,77
1039, 업무자동화_3. 엑셀,엑셀카운트,6804,1.2,77
1040, 금융공학/퀀_03.금융공학,중심극한정리,7100,1.2,77
1041,7. 운영체제,파일시스템,7129,1.2,77
1042,리눅스 인프라,KERNEL,7546,1.2,77
1043, 업무자동화_3. 엑셀,INDEXMATCH,7678,1.2,77
1044, 그로스해킹_1.용어,객단가,7716,1.2,77
1045, 금융공학/퀀_02.R활용금융데이터분석,제어문,9578,1.2,77
1046,4. 웹의 동작,IPV4,9811,1.2,77
1047, 업무자동화_3. 엑셀,엑셀빼기,10572,1.2,77
1048, 금융공학/퀀_03.금융공학,확률밀도함수,11530,1.2,77
1049, 업무자동화_3. 엑셀,엑셀행열바꾸기,12350,1.2,77
1050, 업무자동화_3. 엑셀,INDIRECT,13910,1.2,77
1051, 업무자동화_3. 엑셀,COUNTIF함수,14653,1.2,77
1052,리눅스 인프라,커널,17843,1.2,77
1053, 금융공학/퀀트_01.파이썬기본&자동화,SQLITE,19367,1.2,77
1054, 업무자동화_3. 엑셀,엑셀합계,20733,1.2,77
1055,파이썬을 통한 금융 데이터 수집과 분석 자동화 16기,BEAUTIFULSOUP,1125,1.2,66
1056,웹 프로그래밍 스쿨 10기_기존 키워드,DJANGO,1848,1.2,66
1057,프로그래밍 전체,AR책,1001,0.0,0
1058,005.머신러닝,기계학습,1008,0.0,0
1059,SEO/SEM 전략,검색광고,1009,0.0,0
1060,AOP 전체_중복키워드_디자인,인디자인기초,1017,0.0,0
1061,3. html,HTML기본,1018,0.0,0
1062,JavaScript BOOT CAMP,자바스크립트오류,1021,0.0,0
1063,타이포그래피와 편집디자인,책만들기,1025,0.0,0
1064,007.빅데이터,비정형데이터,1029,0.0,0
1065, 업무자동화_2. 파이썬,파이썬클래스,1029,0.0,0
1066,#000_마케팅 전체_main,페북광고,1031,0.0,0
1067,1. 코딩,코딩시험,1040,0.0,0
1068,머신러닝을 위한 선형대수학,라플라스변환,1041,0.0,0
1069,007.빅데이터,스토리지,1055,0.0,0
1070,데이터 사이언스 전체,데이터분석가,1075,0.0,0
1071,3. html,HTMLFORM,1075,0.0,0
1072,2. C언어 일반,C++CLASS,1080,0.0,0
1073, 그로스해킹_5.마케팅 분석,매출분석,1084,0.0,0
1074,Python & Django를 활용한 웹 서비스_일반,IAAS,1085,0.0,0
1075,타이포그래피와 편집디자인,페인터,1092,0.0,0
1076,프로그래밍 전체,CSS,1092,0.0,0
1077, 금융공학/퀀_03.금융공학,ROC곡선,1092,0.0,0
1078,AOP 전체_중복키워드_디자인,인디자인클리핑마스크,1095,0.0,0
1079,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵7.0한글판,1104,0.0,0
1080, 금융공학/퀀_03.금융공학,벡터연산,1104,0.0,0
1081,1. 경영 일반,경영이론,1107,0.0,0
1082,ㅍ1. 전체,영상에자막넣기,1108,0.0,0
1083,8. 시스템 프로그래밍,리눅스서버,1109,0.0,0
1084,8. 시스템 프로그래밍,리눅스운영체제,1110,0.0,0
1085, 금융공학/퀀_03.금융공학,내재변동성,1114,0.0,0
1086, 영상 제작/편집_4.포토샵,유튜브배경,1115,0.0,0
1087,OpenCV와 함께하는 컴퓨터 비전 프로그래밍,VISUALC++,1121,0.0,0
1088,Python & Django를 활용한 웹 서비스_일반,ANNOTATE,1121,0.0,0
1089,007.빅데이터,DATAWAREHOUSE,1122,0.0,0
1090, 업무자동화_2. 파이썬,파이썬함수,1123,0.0,0
1091,마케팅 전체,SEM,1124,0.0,0
1092,#000_마케팅 전체_main,SNS이벤트,1131,0.0,0
1093,fin_camp_modeling_15,의사결정,1137,0.0,0
1094,AOP 전체_중복키워드_비지니스,엑셀데이터분석,1138,0.0,0
1095,3. 파이썬,파이썬연산자,1140,0.0,0
1096, 금융공학/퀀트_01.파이썬기본&자동화,파이썬PANDAS,1145,0.0,0
1097,리눅스 인프라,REDHAT,1148,0.0,0
1098,머신러닝을 위한 선형대수학,정규분포,1149,0.0,0
1099,6_스타트업 M&A에 대한 단상(스타트업),스타트업면접,1158,0.0,0
1100, 업무자동화_2. 파이썬,파이썬딕셔너리,1159,0.0,0
1101,002.R,R코드,1164,0.0,0
1102,프로그래밍 전체,안드로이드스터디,1166,0.0,0
1103,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵PNG,1166,0.0,0
1104, 업무자동화_3. 엑셀,엑셀합,1167,0.0,0
1105,리눅스 인프라,리눅스설치,1172,0.0,0
1106,크리에이티브 전체,포토샵블로그,1176,0.0,0
1107,크리에이티브 전체,디자인책,1177,0.0,0
1108,8. 시스템 프로그래밍,시스템콜,1177,0.0,0
1109, 업무자동화_2. 파이썬,파이썬반복문,1178,0.0,0
1110,data_camp_rmp_8,REGRESSIONANALYSIS,1179,0.0,0
1111,3. html,HTML프로그램,1185,0.0,0
1112,typescript 실전 workshop,리팩토링,1188,0.0,0
1113,딥러닝으로 배우는 병렬처리 CAMP_구버전,AVX,1193,0.0,0
1114,마케터를 위한 데이터 부트캠프,마케팅분석,1195,0.0,0
1115,007.빅데이터,글랜스,1196,0.0,0
1116,AOP 전체_중복키워드_프로그래밍,파이썬함수,1198,0.0,0
1117,딥러닝으로 배우는 병렬처리 CAMP_구버전,TITANX,1200,0.0,0
1118,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵누끼따기,1206,0.0,0
1119,6. 파이썬,파이썬스터디,1207,0.0,0
1120, 그로스해킹_5.마케팅 분석,구매전환율,1212,0.0,0
1121,딥러닝으로 배우는 병렬처리 CAMP_구버전,SSE,1214,0.0,0
1122,프로그래밍 유치원,삼성SCSA,1225,0.0,0
1123,8. 시스템 프로그래밍,POSIX,1226,0.0,0
1124,Vue로 구현하는 PWA CAMP,GRUNT,1230,0.0,0
1125,007.빅데이터,대용량클라우드,1231,0.0,0
1126,ㅍAOP 전체_중복키워드_디자인(삭제),포토샵무료다운,1239,0.0,0
1127, 업무자동화_3. 엑셀,엑셀HLOOKUP,1248,0.0,0
1128,005.머신러닝,데이터전처리,1250,0.0,0
1129, 리더를 위한 HR/인재경영_3.온보딩,온보딩,1262,0.0,0
1130,머신러닝을 위한 선형대수학,다항식,1266,0.0,0
1131,#000_마케팅 전체_main,모바일광고,1278,0.0,0
1132,7. 운영체제,VIRTUALMACHINE,1286,0.0,0
1133,ㅍAOP 전체_중복키워드_디자인(삭제),인디자인페이지번호,1291,0.0,0
1134,구글 광고,모바일배너광고,1293,0.0,0
1135,비즈니스 전체,엑셀독학,1296,0.0,0
1136, 리더를 위한 HR/인재경영_3.온보딩,채용기준,1296,0.0,0
1137,Python & Django를 활용한 웹 서비스_일반,LOGGING,1315,0.0,0
1138,Python & Django를 활용한 웹 서비스_개발자,PHP개발,1320,0.0,0
1139,1. 전체,마블추천,1320,0.0,0
1140,6_스타트업 M&A에 대한 단상(스타트업),스타트업연봉,1328,0.0,0
1141,마케팅 전체,광고책,1330,0.0,0
1142,007.빅데이터,클라우드서비스,1337,0.0,0
1143,8. 시스템 프로그래밍,리눅스책,1339,0.0,0
1144, 금융공학/퀀트_01.파이썬기본&자동화,아나콘다파이썬,1340,0.0,0
1145, 금융공학/퀀_03.금융공학,점추정,1345,0.0,0
1146,리눅스 인프라,뉴트론,1368,0.0,0
1147,#000_마케팅 전체_main,카카오광고,1373,0.0,0
1148,딥러닝으로 배우는 병렬처리 CAMP_구버전,TITANXP,1373,0.0,0
1149, 디지털 마케팅_인스타광고,인스타그램픽셀,1377,0.0,0
1150, 금융공학/퀀_02.R활용금융데이터분석,R패키지,1382,0.0,0
1151,ㅍAOP 전체_중복키워드_비지니스(삭제),엑셀기초,1385,0.0,0
1152,모바일 앱 GUI 포트폴리오 디자인 LAB,병원어플,1386,0.0,0
1153,data_camp_pcda_3,파이썬에디터,1388,0.0,0
1154, 파이썬 웹 개발_2.프론트엔드기초,부트스트랩,1393,0.0,0
